gene_id	SRR326279	SRR326280	SRR326281	SRR326282
hsa-miR-937-3p	1.00	0.00	0.00	0.00
hsa-miR-937-5p	0.00	0.00	0.00	0.00
hsa-miR-938	0.00	0.00	0.00	0.00
hsa-miR-939-3p	0.00	0.00	0.00	0.00
hsa-miR-939-5p	0.00	0.00	0.00	0.00
hsa-miR-9-3p	67.00	71.00	20.00	34.00
hsa-miR-940	0.00	0.00	0.00	0.00
hsa-miR-941	0.00	0.00	0.00	0.00
hsa-miR-942	306.00	493.00	163.00	299.00
hsa-miR-943	0.00	0.00	0.00	0.00
hsa-miR-944	0.00	0.00	0.00	0.00
hsa-miR-95	1.00	3.00	0.00	1.00
hsa-miR-9-5p	11444.00	17742.00	5221.00	7256.00
hsa-miR-96-3p	0.00	0.00	0.00	0.00
hsa-miR-96-5p	0.00	0.00	0.00	0.00
hsa-miR-98-3p	0.00	0.00	0.00	0.00
hsa-miR-98-5p	14.00	24.00	6.00	6.00
hsa-miR-99a-3p	0.00	0.00	0.00	0.00
hsa-miR-99a-5p	1.00	0.00	1.00	0.00
hsa-miR-99b-3p	4.00	5.00	0.00	1.00
hsa-miR-99b-5p	541.00	1077.00	146.00	279.00
